x,y
75,0
75,1
75,2
75,3
75,4
75,5
75,6
75,7
75,8
75,9
75,10
75,11
75,12
75,13
75,14
75,15
75,16
75,17
75,18
75,19
75,20
75,21
75,22
75,23
75,24
75,25
75,26
75,27
75,28
75,29
75,30
75,31
75,32
75,33
75,34
75,35
75,36
75,37
75,38
75,39
75,40
75,41
75,42
75,43
75,44
75,45
75,46
75,47
75,48
75,49
75,50
75,51
75,52
75,53
75,54
75,55
75,56
75,57
75,58
75,59
75,60
75,61
75,62
75,63
75,64
75,65
75,66
75,67
75,68
75,69
75,70
75,71
75,72
75,73
75,74
75,75
75,76
75,77
75,78
75,79
75,80
75,81
75,82
75,83
75,84
75,85
75,86
75,87
75,88
75,89
75,90
75,91
75,92
75,93
75,94
75,95
75,96
75,97
75,98
75,99
75,100
75,101
75,102
75,103
75,104
75,105
75,106
75,107
75,108
75,109
75,110
75,111
75,112
75,113
75,114
75,115
75,116
75,117
75,118
75,119
75,120
75,121
75,122
75,123
75,124
75,125
75,126
75,127
75,128
75,129
75,130
75,131
75,132
75,133
75,134
75,135
75,136
75,137
75,138
75,139
75,140
75,141
75,142
75,143
75,144
75,145
75,146
75,147
75,148
75,149
75,150
75,151
75,152
75,153
75,154
75,155
75,156
75,157
75,158
75,159
75,160
75,161
75,162
75,163
75,164
75,165
75,166
75,167
75,168
75,169
75,170
75,171
75,172
75,173
75,174
75,175
75,176
75,177
75,178
75,179
75,180
75,181
75,182
75,183
75,184
75,185
75,186
75,187
75,188
75,189
75,190
75,191
75,192
75,193
75,194
75,195
75,196
75,197
75,198
75,199
75,200
75,201
75,202
75,203
75,204
75,205
75,206
75,207
75,208
75,209
75,210
75,211
75,212
75,213
75,214
75,215
75,216
75,217
75,218
75,219
75,220
75,221
75,222
75,223
75,224
75,225
75,226
75,227
75,228
75,229
75,230
75,231
75,232
75,233
75,234
75,235
75,236
75,237
75,238
75,239
75,240
75,241
75,242
75,243
75,244
75,245
75,246
75,247
75,248
75,249
75,250
75,251
75,252
75,253
75,254
75,255
75,256
75,257
75,258
75,259
75,260
75,261
75,262
75,263
75,264
75,265
75,266
75,267
75,268
75,269
75,270
75,271
75,272
75,273
75,274
75,275
75,276
75,277
75,278
75,279
75,280
75,281
75,282
75,283
75,284
75,285
75,286
75,287
75,288
75,289
