x,y
104,0
104,1
104,2
104,3
104,4
104,5
104,6
104,7
104,8
104,9
104,10
104,11
104,12
104,13
104,14
104,15
104,16
104,17
104,18
104,19
104,20
104,21
104,22
104,23
104,24
104,25
104,26
104,27
104,28
104,29
104,30
104,31
104,32
104,33
104,34
104,35
104,36
104,37
104,38
104,39
104,40
104,41
104,42
104,43
104,44
104,45
104,46
104,47
104,48
104,49
104,50
104,51
104,52
104,53
104,54
104,55
104,56
104,57
104,58
104,59
104,60
104,61
104,62
104,63
104,64
104,65
104,66
104,67
104,68
104,69
104,70
104,71
104,72
104,73
104,74
104,75
104,76
104,77
104,78
104,79
104,80
104,81
104,82
104,83
104,84
104,85
104,86
104,87
104,88
104,89
104,90
104,91
104,92
104,93
104,94
104,95
104,96
104,97
104,98
104,99
104,100
104,101
104,102
104,103
104,104
104,105
104,106
104,107
104,108
104,109
104,110
104,111
104,112
104,113
104,114
104,115
104,116
104,117
104,118
104,119
104,120
104,121
104,122
104,123
104,124
104,125
104,126
104,127
104,128
104,129
104,130
104,131
104,132
104,133
104,134
104,135
104,136
104,137
104,138
104,139
104,140
104,141
104,142
104,143
104,144
104,145
104,146
104,147
104,148
104,149
104,150
104,151
104,152
104,153
104,154
104,155
104,156
104,157
104,158
104,159
104,160
104,161
104,162
104,163
104,164
104,165
104,166
104,167
104,168
104,169
104,170
104,171
104,172
104,173
104,174
104,175
104,176
104,177
104,178
104,179
104,180
104,181
104,182
104,183
104,184
104,185
104,186
104,187
104,188
104,189
104,190
104,191
104,192
104,193
104,194
104,195
104,196
104,197
104,198
104,199
104,200
104,201
104,202
104,203
104,204
104,205
104,206
104,207
104,208
104,209
104,210
104,211
104,212
104,213
104,214
104,215
104,216
104,217
104,218
104,219
104,220
104,221
104,222
104,223
104,224
104,225
104,226
104,227
104,228
104,229
104,230
104,231
104,232
104,233
104,234
104,235
104,236
104,237
104,238
104,239
104,240
104,241
104,242
104,243
104,244
104,245
104,246
104,247
104,248
104,249
104,250
104,251
104,252
104,253
104,254
104,255
104,256
104,257
104,258
104,259
104,260
104,261
104,262
104,263
104,264
104,265
104,266
104,267
104,268
104,269
104,270
104,271
104,272
104,273
104,274
104,275
104,276
104,277
104,278
104,279
104,280
104,281
104,282
104,283
104,284
104,285
104,286
104,287
104,288
104,289
104,290
104,291
104,292
104,293
104,294
104,295
104,296
104,297
104,298
104,299
104,300
104,301
104,302
104,303
104,304
104,305
104,306
104,307
104,308
104,309
104,310
104,311
104,312
104,313
104,314
104,315
104,316
104,317
104,318
104,319
104,320
104,321
104,322
104,323
104,324
104,325
104,326
104,327
104,328
104,329
104,330
104,331
104,332
104,333
104,334
104,335
104,336
104,337
104,338
104,339
104,340
104,341
104,342
104,343
104,344
104,345
104,346
104,347
104,348
104,349
104,350
104,351
104,352
104,353
104,354
104,355
104,356
104,357
104,358
104,359
104,360
104,361
104,362
104,363
104,364
104,365
104,366
104,367
104,368
104,369
104,370
104,371
104,372
104,373
104,374
104,375
104,376
104,377
104,378
104,379
104,380
104,381
104,382
104,383
104,384
104,385
104,386
104,387
104,388
104,389
104,390
104,391
104,392
104,393
104,394
104,395
104,396
104,397
104,398
104,399
104,400
104,401
104,402
104,403
104,404
104,405
104,406
104,407
104,408
104,409
104,410
104,411
104,412
104,413
104,414
104,415
104,416
104,417
104,418
104,419
104,420
104,421
104,422
104,423
104,424
104,425
104,426
104,427
104,428
104,429
104,430
104,431
104,432
104,433
104,434
104,435
104,436
104,437
104,438
104,439
104,440
104,441
104,442
104,443
104,444
104,445
104,446
104,447
104,448
104,449
104,450
104,451
104,452
104,453
104,454
104,455
104,456
104,457
104,458
104,459
104,460
104,461
104,462
104,463
104,464
104,465
104,466
104,467
104,468
104,469
104,470
104,471
104,472
104,473
104,474
104,475
104,476
104,477
104,478
104,479
104,480
104,481
104,482
104,483
104,484
104,485
104,486
104,487
104,488
104,489
104,490
104,491
104,492
104,493
104,494
104,495
104,496
104,497
104,498
104,499
104,500
104,501
104,502
104,503
104,504
104,505
104,506
104,507
104,508
104,509
104,510
104,511
104,512
104,513
104,514
104,515
104,516
104,517
104,518
104,519
104,520
104,521
104,522
104,523
104,524
104,525
104,526
104,527
104,528
104,529
104,530
104,531
104,532
104,533
104,534
104,535
104,536
104,537
104,538
104,539
104,540
104,541
104,542
104,543
104,544
104,545
104,546
104,547
104,548
104,549
104,550
104,551
104,552
104,553
104,554
104,555
104,556
104,557
104,558
104,559
104,560
104,561
104,562
104,563
104,564
104,565
104,566
104,567
104,568
104,569
104,570
104,571
104,572
104,573
104,574
104,575
104,576
104,577
104,578
104,579
104,580
104,581
104,582
104,583
104,584
104,585
104,586
104,587
104,588
104,589
104,590
104,591
104,592
104,593
104,594
104,595
104,596
104,597
104,598
104,599
104,600
104,601
104,602
104,603
104,604
104,605
104,606
104,607
104,608
104,609
104,610
104,611
104,612
104,613
104,614
104,615
104,616
104,617
104,618
104,619
104,620
104,621
104,622
104,623
104,624
104,625
104,626
104,627
104,628
104,629
104,630
104,631
104,632
104,633
104,634
104,635
104,636
104,637
104,638
104,639
104,640
104,641
104,642
104,643
104,644
104,645
104,646
104,647
104,648
104,649
104,650
104,651
104,652
104,653
104,654
104,655
104,656
104,657
104,658
104,659
104,660
104,661
104,662
104,663
104,664
104,665
104,666
104,667
104,668
104,669
104,670
104,671
