x,y
71,0
71,1
71,2
71,3
71,4
71,5
71,6
71,7
71,8
71,9
71,10
71,11
71,12
71,13
71,14
71,15
71,16
71,17
71,18
71,19
71,20
71,21
71,22
71,23
71,24
71,25
71,26
71,27
71,28
71,29
71,30
71,31
71,32
71,33
71,34
71,35
71,36
71,37
71,38
71,39
71,40
71,41
71,42
71,43
71,44
71,45
71,46
71,47
71,48
71,49
71,50
71,51
71,52
71,53
71,54
71,55
71,56
71,57
71,58
71,59
71,60
71,61
71,62
71,63
71,64
71,65
71,66
71,67
71,68
71,69
71,70
71,71
71,72
71,73
71,74
71,75
71,76
71,77
71,78
71,79
71,80
71,81
71,82
71,83
71,84
71,85
71,86
71,87
71,88
71,89
71,90
71,91
71,92
71,93
71,94
71,95
71,96
71,97
71,98
71,99
71,100
71,101
71,102
71,103
71,104
71,105
71,106
71,107
71,108
71,109
71,110
71,111
71,112
71,113
71,114
71,115
71,116
71,117
71,118
71,119
71,120
71,121
71,122
71,123
71,124
71,125
71,126
71,127
71,128
71,129
71,130
71,131
71,132
71,133
71,134
71,135
71,136
71,137
71,138
71,139
71,140
71,141
71,142
71,143
71,144
71,145
71,146
71,147
71,148
71,149
71,150
71,151
71,152
71,153
71,154
71,155
71,156
71,157
71,158
71,159
71,160
71,161
71,162
71,163
71,164
71,165
71,166
71,167
71,168
71,169
71,170
71,171
71,172
71,173
71,174
71,175
71,176
71,177
71,178
71,179
71,180
71,181
71,182
71,183
71,184
71,185
71,186
71,187
71,188
71,189
71,190
71,191
71,192
71,193
71,194
71,195
71,196
71,197
71,198
71,199
71,200
71,201
71,202
71,203
71,204
71,205
71,206
71,207
71,208
71,209
71,210
71,211
71,212
71,213
71,214
71,215
71,216
71,217
71,218
71,219
71,220
71,221
71,222
71,223
71,224
71,225
71,226
71,227
71,228
71,229
71,230
71,231
71,232
71,233
71,234
71,235
71,236
71,237
71,238
71,239
71,240
71,241
71,242
71,243
71,244
71,245
71,246
71,247
71,248
71,249
71,250
71,251
71,252
71,253
71,254
71,255
71,256
71,257
71,258
71,259
71,260
71,261
71,262
71,263
71,264
71,265
71,266
71,267
71,268
71,269
71,270
71,271
71,272
71,273
71,274
71,275
71,276
71,277
71,278
71,279
71,280
71,281
71,282
71,283
71,284
71,285
71,286
71,287
71,288
71,289
71,290
71,291
71,292
71,293
71,294
71,295
71,296
71,297
71,298
71,299
71,300
71,301
71,302
71,303
71,304
71,305
71,306
71,307
71,308
71,309
71,310
71,311
71,312
71,313
71,314
71,315
71,316
71,317
71,318
71,319
71,320
71,321
71,322
71,323
71,324
71,325
71,326
71,327
71,328
71,329
71,330
71,331
71,332
71,333
71,334
71,335
71,336
71,337
71,338
71,339
71,340
71,341
71,342
71,343
71,344
71,345
71,346
71,347
71,348
71,349
71,350
71,351
71,352
71,353
71,354
71,355
71,356
71,357
71,358
71,359
71,360
71,361
71,362
71,363
71,364
71,365
71,366
71,367
71,368
71,369
71,370
71,371
71,372
71,373
71,374
71,375
71,376
71,377
71,378
71,379
71,380
71,381
71,382
71,383
71,384
71,385
71,386
71,387
71,388
71,389
71,390
71,391
71,392
71,393
71,394
71,395
71,396
71,397
71,398
71,399
71,400
71,401
71,402
71,403
71,404
71,405
71,406
71,407
71,408
71,409
71,410
71,411
71,412
71,413
71,414
71,415
71,416
71,417
71,418
71,419
71,420
71,421
71,422
71,423
71,424
71,425
71,426
71,427
71,428
71,429
71,430
71,431
71,432
71,433
71,434
71,435
71,436
71,437
71,438
71,439
71,440
71,441
71,442
71,443
71,444
71,445
71,446
71,447
71,448
71,449
71,450
71,451
71,452
71,453
71,454
71,455
71,456
71,457
71,458
71,459
71,460
71,461
71,462
71,463
71,464
71,465
71,466
71,467
71,468
71,469
71,470
71,471
71,472
71,473
71,474
71,475
71,476
71,477
71,478
71,479
71,480
71,481
71,482
71,483
71,484
71,485
71,486
71,487
71,488
71,489
71,490
71,491
71,492
71,493
71,494
71,495
71,496
71,497
71,498
71,499
71,500
71,501
71,502
71,503
71,504
71,505
71,506
71,507
71,508
71,509
71,510
71,511
71,512
71,513
71,514
71,515
71,516
71,517
71,518
71,519
71,520
71,521
71,522
71,523
71,524
71,525
71,526
71,527
71,528
71,529
71,530
71,531
71,532
71,533
71,534
71,535
71,536
71,537
71,538
71,539
71,540
71,541
71,542
71,543
71,544
71,545
71,546
71,547
71,548
71,549
71,550
71,551
71,552
71,553
71,554
71,555
71,556
71,557
71,558
71,559
71,560
71,561
71,562
71,563
71,564
71,565
71,566
71,567
71,568
71,569
71,570
71,571
71,572
71,573
71,574
71,575
71,576
71,577
71,578
71,579
71,580
71,581
71,582
71,583
71,584
71,585
71,586
71,587
71,588
71,589
71,590
71,591
71,592
71,593
71,594
71,595
71,596
71,597
71,598
71,599
71,600
71,601
71,602
71,603
71,604
71,605
71,606
71,607
71,608
71,609
71,610
71,611
71,612
71,613
71,614
71,615
71,616
71,617
71,618
71,619
71,620
71,621
71,622
71,623
71,624
71,625
71,626
71,627
71,628
71,629
71,630
71,631
71,632
71,633
71,634
71,635
71,636
71,637
71,638
71,639
71,640
71,641
71,642
71,643
71,644
71,645
71,646
71,647
71,648
71,649
71,650
71,651
71,652
71,653
71,654
71,655
71,656
71,657
71,658
71,659
71,660
71,661
71,662
71,663
71,664
71,665
71,666
71,667
71,668
71,669
71,670
71,671
71,672
71,673
71,674
71,675
71,676
71,677
71,678
71,679
71,680
71,681
71,682
71,683
71,684
71,685
71,686
71,687
71,688
71,689
71,690
71,691
71,692
71,693
71,694
71,695
71,696
71,697
71,698
71,699
71,700
71,701
71,702
71,703
71,704
71,705
71,706
71,707
71,708
71,709
71,710
71,711
71,712
71,713
71,714
71,715
71,716
71,717
71,718
71,719
71,720
71,721
71,722
71,723
71,724
71,725
71,726
71,727
71,728
71,729
71,730
71,731
71,732
71,733
71,734
71,735
71,736
71,737
71,738
71,739
71,740
71,741
71,742
71,743
71,744
71,745
71,746
71,747
