x,y
49,0
49,1
49,2
49,3
49,4
49,5
49,6
49,7
49,8
49,9
49,10
49,11
49,12
49,13
49,14
49,15
49,16
49,17
49,18
49,19
49,20
49,21
49,22
49,23
49,24
49,25
49,26
49,27
49,28
49,29
49,30
49,31
49,32
49,33
49,34
49,35
49,36
49,37
49,38
49,39
49,40
49,41
49,42
49,43
49,44
49,45
49,46
49,47
49,48
49,49
49,50
49,51
49,52
49,53
49,54
49,55
49,56
49,57
49,58
49,59
49,60
49,61
49,62
49,63
49,64
49,65
49,66
49,67
49,68
49,69
49,70
49,71
49,72
49,73
49,74
49,75
49,76
49,77
49,78
49,79
49,80
49,81
49,82
49,83
49,84
49,85
49,86
49,87
49,88
49,89
49,90
49,91
49,92
49,93
49,94
49,95
49,96
49,97
49,98
49,99
49,100
49,101
49,102
49,103
49,104
49,105
49,106
49,107
49,108
49,109
49,110
49,111
49,112
49,113
49,114
49,115
49,116
49,117
49,118
49,119
49,120
49,121
49,122
49,123
49,124
49,125
49,126
49,127
49,128
49,129
49,130
49,131
49,132
49,133
49,134
49,135
49,136
49,137
49,138
49,139
49,140
49,141
49,142
49,143
49,144
49,145
49,146
49,147
49,148
49,149
49,150
49,151
49,152
49,153
49,154
49,155
49,156
49,157
49,158
49,159
49,160
49,161
49,162
49,163
49,164
49,165
49,166
49,167
49,168
49,169
49,170
49,171
49,172
49,173
49,174
49,175
49,176
49,177
49,178
49,179
49,180
49,181
49,182
49,183
49,184
49,185
49,186
49,187
49,188
49,189
49,190
49,191
49,192
49,193
49,194
49,195
49,196
49,197
49,198
49,199
49,200
49,201
49,202
49,203
49,204
49,205
49,206
49,207
49,208
49,209
49,210
49,211
49,212
49,213
49,214
49,215
49,216
49,217
49,218
49,219
49,220
49,221
49,222
49,223
49,224
49,225
49,226
49,227
49,228
49,229
49,230
49,231
49,232
49,233
49,234
49,235
49,236
49,237
49,238
49,239
49,240
49,241
49,242
49,243
49,244
49,245
49,246
49,247
49,248
49,249
49,250
49,251
49,252
49,253
49,254
49,255
49,256
49,257
49,258
49,259
49,260
49,261
49,262
49,263
49,264
49,265
49,266
49,267
49,268
49,269
49,270
49,271
49,272
49,273
49,274
49,275
49,276
49,277
49,278
49,279
49,280
49,281
49,282
49,283
49,284
49,285
49,286
49,287
49,288
49,289
49,290
49,291
49,292
49,293
49,294
49,295
49,296
49,297
49,298
49,299
49,300
49,301
49,302
49,303
49,304
49,305
49,306
49,307
49,308
49,309
49,310
49,311
49,312
49,313
49,314
49,315
49,316
49,317
49,318
49,319
49,320
49,321
49,322
49,323
49,324
49,325
49,326
49,327
49,328
49,329
49,330
49,331
49,332
49,333
49,334
49,335
49,336
49,337
49,338
49,339
49,340
49,341
49,342
49,343
49,344
49,345
49,346
49,347
49,348
49,349
49,350
49,351
49,352
49,353
49,354
49,355
49,356
49,357
49,358
49,359
49,360
49,361
49,362
49,363
49,364
49,365
49,366
49,367
49,368
49,369
49,370
49,371
49,372
49,373
49,374
49,375
49,376
49,377
49,378
49,379
49,380
49,381
49,382
49,383
49,384
49,385
49,386
49,387
49,388
49,389
49,390
49,391
49,392
49,393
49,394
49,395
49,396
49,397
49,398
49,399
49,400
49,401
49,402
49,403
49,404
49,405
49,406
49,407
49,408
49,409
49,410
49,411
49,412
49,413
49,414
49,415
49,416
49,417
49,418
49,419
49,420
49,421
49,422
49,423
49,424
49,425
49,426
49,427
49,428
49,429
49,430
49,431
49,432
49,433
49,434
49,435
49,436
49,437
49,438
49,439
49,440
49,441
49,442
49,443
49,444
49,445
49,446
49,447
49,448
49,449
49,450
49,451
49,452
49,453
49,454
49,455
49,456
49,457
49,458
49,459
49,460
49,461
49,462
49,463
49,464
49,465
49,466
49,467
49,468
49,469
49,470
49,471
49,472
